Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Loan_Status,EMI,Start_Date,End_Date
700313,1069,Home Loan,3148338,8.37,120,Default,26236.15,2022-11-15,2032-09-23
700314,1151,Car Loan,595774,14.55,24,Closed,24823.92,2025-05-06,2027-04-26
700315,1055,Car Loan,1502843,7.7,120,Closed,12523.69,2022-05-20,2032-03-28
700316,1039,Personal Loan,3297488,9.37,240,Closed,13739.53,2026-05-04,2046-01-19
700317,1146,Home Loan,2904495,10.56,60,Closed,48408.25,2021-12-23,2026-11-27
700318,1125,Education Loan,3568720,8.64,24,Closed,148696.67,2025-07-03,2027-06-23
700319,1135,Personal Loan,4121190,13.67,24,Closed,171716.25,2024-01-07,2025-12-27
700320,1110,Home Loan,2134584,8.19,24,Active,88941.0,2022-02-20,2024-02-10
700321,1111,Car Loan,2054533,14.69,240,Default,8560.55,2025-06-21,2045-03-08
700322,1158,Home Loan,1512476,11.67,240,Closed,6301.98,2025-12-30,2045-09-16
700323,1174,Education Loan,3992524,14.05,24,Closed,166355.17,2023-05-11,2025-04-30
700324,1099,Business Loan,897946,12.85,36,Active,24942.94,2025-08-21,2028-08-05
700325,1100,Personal Loan,1397890,12.22,36,Default,38830.28,2025-07-25,2028-07-09
700326,1090,Personal Loan,477609,8.92,240,Active,1990.04,2024-07-24,2044-04-10
700327,1032,Business Loan,2547519,11.48,60,Default,42458.65,2022-10-25,2027-09-29
700328,1171,Education Loan,3516919,12.35,36,Default,97692.19,2023-05-22,2026-05-06
700329,1037,Personal Loan,1744677,9.32,120,Default,14538.98,2026-04-11,2036-02-18
700330,1138,Business Loan,1177901,10.27,60,Active,19631.68,2023-02-11,2028-01-16
700331,1070,Education Loan,2747486,9.13,36,Closed,76319.06,2026-03-22,2029-03-06
700332,1063,Business Loan,1803592,10.44,60,Closed,30059.87,2025-06-15,2030-05-20
700333,1154,Personal Loan,4437946,9.95,240,Active,18491.44,2025-11-25,2045-08-12
700334,1020,Home Loan,1355983,13.43,240,Default,5649.93,2025-05-27,2045-02-11
700335,1037,Business Loan,876248,13.22,36,Default,24340.22,2022-05-05,2025-04-19
700336,1029,Car Loan,4201301,10.36,12,Closed,350108.42,2025-06-14,2026-06-09
700337,1150,Education Loan,928416,14.59,60,Default,15473.6,2022-12-26,2027-11-30
700338,1073,Education Loan,4019221,7.91,240,Active,16746.75,2023-11-10,2043-07-28
700339,1088,Business Loan,1077990,10.39,36,Active,29944.17,2022-08-31,2025-08-15
700340,1089,Business Loan,4289884,8.95,240,Default,17874.52,2022-02-05,2041-10-23
700341,1028,Education Loan,3286801,13.24,240,Active,13695.0,2026-01-25,2045-10-12
700342,1161,Car Loan,1177019,11.73,12,Active,98084.92,2026-04-13,2027-04-08
700343,1005,Home Loan,1288320,8.85,240,Closed,5368.0,2022-02-27,2041-11-14
700344,1040,Home Loan,2750819,12.13,120,Default,22923.49,2023-05-28,2033-04-05
700345,1165,Education Loan,3070917,12.6,36,Closed,85303.25,2022-03-04,2025-02-16
700346,1092,Home Loan,2631187,14.32,36,Closed,73088.53,2022-10-20,2025-10-04
700347,1008,Car Loan,2380310,9.62,36,Closed,66119.72,2023-09-23,2026-09-07
700348,1069,Car Loan,393400,10.39,60,Default,6556.67,2025-04-27,2030-04-01
700349,1090,Education Loan,86396,13.68,36,Active,2399.89,2022-04-24,2025-04-08
700350,1093,Home Loan,4995830,8.97,60,Default,83263.83,2025-08-17,2030-07-22
700351,1062,Car Loan,1990993,14.84,12,Active,165916.08,2021-11-19,2022-11-14
700352,1156,Personal Loan,4266769,13.46,120,Closed,35556.41,2025-08-14,2035-06-23
700353,1081,Home Loan,2530085,8.3,120,Closed,21084.04,2023-12-11,2033-10-19
700354,1063,Business Loan,4658685,11.21,12,Closed,388223.75,2023-04-25,2024-04-19
700355,1114,Car Loan,4844815,13.35,120,Default,40373.46,2025-05-17,2035-03-26
700356,1105,Business Loan,2344134,11.14,120,Closed,19534.45,2025-01-18,2034-11-27
700357,1130,Car Loan,4760028,8.94,60,Active,79333.8,2023-06-13,2028-05-17
700358,1023,Home Loan,4269561,13.01,36,Default,118598.92,2022-10-09,2025-09-23
700359,1015,Education Loan,3118613,13.8,24,Active,129942.21,2025-04-07,2027-03-28
700360,1056,Education Loan,1096631,11.16,36,Active,30461.97,2026-02-12,2029-01-27
700361,1120,Home Loan,3608259,11.13,12,Active,300688.25,2026-06-29,2027-06-24
700362,1133,Business Loan,2922760,11.81,36,Closed,81187.78,2022-12-23,2025-12-07
700363,1135,Car Loan,630116,11.2,60,Default,10501.93,2025-11-09,2030-10-14
700364,1166,Personal Loan,1861887,14.69,60,Closed,31031.45,2024-02-02,2029-01-06
700365,1009,Personal Loan,1857956,14.52,120,Closed,15482.97,2021-09-24,2031-08-03
700366,1001,Personal Loan,3437606,14.23,60,Default,57293.43,2023-06-29,2028-06-02
700367,1093,Home Loan,1313568,11.0,36,Active,36488.0,2023-04-20,2026-04-04
700368,1071,Education Loan,4521425,12.21,120,Closed,37678.54,2022-11-05,2032-09-13
700369,1127,Education Loan,1190666,8.07,120,Default,9922.22,2024-10-29,2034-09-07
700370,1011,Education Loan,1069429,10.21,24,Active,44559.54,2025-12-06,2027-11-26
700371,1087,Home Loan,1510328,11.93,12,Default,125860.67,2025-11-02,2026-10-28
700372,1065,Education Loan,1946234,10.05,24,Closed,81093.08,2024-07-06,2026-06-26
700373,1145,Education Loan,2766091,9.97,120,Default,23050.76,2022-09-06,2032-07-15
700374,1167,Business Loan,3995978,14.96,12,Active,332998.17,2022-02-11,2023-02-06
700375,1100,Personal Loan,240812,13.35,36,Closed,6689.22,2025-04-24,2028-04-08
700376,1031,Business Loan,2260724,11.05,36,Default,62797.89,2025-07-16,2028-06-30
700377,1107,Home Loan,4781658,10.62,60,Default,79694.3,2024-10-12,2029-09-16
700378,1158,Car Loan,3582261,8.12,240,Default,14926.09,2023-09-14,2043-06-01
700379,1147,Education Loan,616251,9.71,60,Default,10270.85,2024-02-04,2029-01-08
700380,1042,Car Loan,1432803,12.47,12,Closed,119400.25,2026-07-30,2027-07-25
700381,1052,Personal Loan,1451365,9.8,120,Default,12094.71,2026-05-13,2036-03-21
700382,1126,Education Loan,269437,9.35,60,Default,4490.62,2025-12-12,2030-11-16
700383,1125,Home Loan,2356833,7.79,12,Active,196402.75,2021-10-29,2022-10-24
700384,1026,Education Loan,4636932,14.8,24,Default,193205.5,2024-09-30,2026-09-20
700385,1077,Business Loan,3902098,8.14,120,Default,32517.48,2024-03-07,2034-01-14
700386,1165,Business Loan,1875530,9.72,120,Default,15629.42,2024-11-17,2034-09-26
700387,1078,Personal Loan,1284099,7.74,24,Closed,53504.12,2022-07-07,2024-06-26
700388,1172,Home Loan,4789356,8.1,120,Closed,39911.3,2023-01-29,2032-12-07
700389,1056,Education Loan,541897,12.91,24,Default,22579.04,2021-11-21,2023-11-11
700390,1104,Business Loan,3280227,10.19,240,Active,13667.61,2025-10-02,2045-06-19
700391,1020,Home Loan,4060444,11.0,60,Closed,67674.07,2024-09-08,2029-08-13
700392,1122,Personal Loan,4015045,7.97,120,Default,33458.71,2024-02-29,2034-01-07
700393,1028,Car Loan,3989600,13.26,60,Closed,66493.33,2023-03-19,2028-02-21
700394,1176,Personal Loan,1472740,8.51,12,Default,122728.33,2023-04-09,2024-04-03
700395,1101,Business Loan,4126777,10.71,36,Active,114632.69,2023-03-09,2026-02-21
700396,1037,Home Loan,3994119,8.76,60,Active,66568.65,2025-08-31,2030-08-05
700397,1040,Home Loan,2767578,12.82,24,Closed,115315.75,2024-01-18,2026-01-07
700398,1121,Personal Loan,3075282,9.57,36,Active,85424.5,2023-07-29,2026-07-13
700399,1003,Education Loan,2045424,14.6,60,Active,34090.4,2022-07-08,2027-06-12
700400,1109,Education Loan,4643322,10.81,120,Default,38694.35,2025-07-29,2035-06-07
700401,1113,Car Loan,4459043,9.64,36,Default,123862.31,2024-11-14,2027-10-30
700402,1065,Home Loan,1095069,13.15,36,Active,30418.58,2022-02-15,2025-01-30
700403,1054,Home Loan,3062997,13.34,36,Closed,85083.25,2023-01-20,2026-01-04
700404,1072,Personal Loan,921732,14.88,12,Active,76811.0,2023-07-24,2024-07-18
700405,1083,Personal Loan,4432926,11.96,60,Active,73882.1,2024-09-25,2029-08-30
700406,1010,Personal Loan,4092846,9.85,60,Active,68214.1,2024-03-16,2029-02-18
700407,1156,Car Loan,3518873,12.24,36,Closed,97746.47,2021-10-23,2024-10-07
700408,1119,Personal Loan,3056079,10.91,36,Closed,84891.08,2025-10-30,2028-10-14
700409,1021,Home Loan,4382163,13.07,240,Default,18259.01,2025-05-12,2045-01-27
700410,1115,Business Loan,3513607,9.92,60,Default,58560.12,2022-12-16,2027-11-20
700411,1172,Car Loan,3681944,14.96,240,Active,15341.43,2021-09-26,2041-06-13
700412,1128,Business Loan,4114387,13.31,36,Closed,114288.53,2024-06-29,2027-06-14
700413,1171,Business Loan,2842467,11.89,24,Default,118436.12,2023-02-04,2025-01-24
700414,1080,Car Loan,4366201,14.76,12,Active,363850.08,2024-05-28,2025-05-23
700415,1130,Home Loan,2714034,8.77,240,Default,11308.48,2025-11-03,2045-07-21
700416,1042,Education Loan,137214,9.61,240,Closed,571.73,2025-10-24,2045-07-11
700417,1176,Personal Loan,3422237,12.09,60,Active,57037.28,2023-09-22,2028-08-26
700418,1119,Business Loan,2476299,14.34,36,Active,68786.08,2026-06-09,2029-05-24
700419,1009,Car Loan,2031794,8.31,24,Default,84658.08,2025-12-14,2027-12-04
700420,1108,Education Loan,3243343,9.14,120,Closed,27027.86,2022-04-07,2032-02-14
700421,1083,Education Loan,3234605,12.23,24,Active,134775.21,2023-02-05,2025-01-25
700422,1154,Car Loan,3535492,10.84,36,Active,98208.11,2025-09-27,2028-09-11
700423,1062,Education Loan,1802934,13.83,240,Active,7512.23,2024-12-22,2044-09-08
700424,1068,Car Loan,300585,11.46,120,Default,2504.88,2024-08-06,2034-06-15
700425,1116,Business Loan,1953339,9.25,36,Closed,54259.42,2022-12-28,2025-12-12
700426,1083,Home Loan,2271158,8.09,240,Default,9463.16,2026-05-07,2046-01-22
700427,1097,Home Loan,1490821,8.84,12,Closed,124235.08,2022-07-16,2023-07-11
700428,1054,Home Loan,331969,8.16,60,Closed,5532.82,2025-02-25,2030-01-30
700429,1133,Personal Loan,1545540,10.35,12,Default,128795.0,2024-12-29,2025-12-24
700430,1106,Car Loan,1273616,8.0,24,Closed,53067.33,2021-08-27,2023-08-17
700431,1025,Personal Loan,2591339,8.03,60,Closed,43188.98,2022-06-09,2027-05-14
700432,1015,Home Loan,1280521,14.87,36,Default,35570.03,2023-08-04,2026-07-19
700433,1057,Business Loan,2399952,13.48,240,Default,9999.8,2024-10-04,2044-06-21
700434,1124,Home Loan,2413210,8.05,12,Active,201100.83,2022-04-02,2023-03-28
700435,1113,Education Loan,263233,14.23,24,Default,10968.04,2026-01-16,2028-01-06
700436,1154,Business Loan,4281757,10.04,36,Closed,118937.69,2022-02-10,2025-01-25
700437,1114,Car Loan,4219164,13.17,36,Default,117199.0,2023-06-09,2026-05-24
700438,1093,Car Loan,348852,10.24,60,Default,5814.2,2022-03-21,2027-02-23
700439,1098,Personal Loan,3944960,13.12,120,Default,32874.67,2025-12-16,2035-10-25
700440,1120,Car Loan,4548316,9.68,36,Default,126342.11,2025-06-08,2028-05-23
700441,1163,Education Loan,1421105,9.39,60,Default,23685.08,2024-04-05,2029-03-10
700442,1144,Car Loan,91698,9.93,60,Closed,1528.3,2026-05-26,2031-04-30
700443,1076,Personal Loan,1008915,13.0,60,Default,16815.25,2025-05-03,2030-04-07
700444,1159,Business Loan,123574,10.75,36,Active,3432.61,2025-11-16,2028-10-31
700445,1126,Car Loan,4771677,13.22,36,Default,132546.58,2023-05-01,2026-04-15
700446,1124,Education Loan,2910627,11.26,12,Active,242552.25,2026-01-03,2026-12-29
700447,1078,Business Loan,3476587,11.93,24,Closed,144857.79,2026-06-25,2028-06-14
700448,1142,Home Loan,1872872,11.16,60,Active,31214.53,2023-02-26,2028-01-31
700449,1050,Personal Loan,2970954,9.8,12,Closed,247579.5,2023-07-25,2024-07-19
700450,1092,Education Loan,3867521,8.93,12,Closed,322293.42,2023-12-10,2024-12-04
700451,1118,Personal Loan,3197619,7.97,120,Active,26646.83,2025-01-07,2034-11-16
700452,1089,Education Loan,4233311,7.89,240,Closed,17638.8,2024-11-07,2044-07-25
700453,1107,Home Loan,2452010,12.0,240,Default,10216.71,2021-09-14,2041-06-01
700454,1158,Home Loan,502708,12.51,60,Closed,8378.47,2025-03-25,2030-02-27
700455,1071,Home Loan,54202,8.35,12,Default,4516.83,2022-03-21,2023-03-16
700456,1007,Personal Loan,2442162,10.19,240,Active,10175.67,2023-05-30,2043-02-14
700457,1098,Car Loan,3887243,11.68,60,Default,64787.38,2025-01-21,2029-12-26
700458,1046,Education Loan,1762963,14.33,120,Default,14691.36,2024-09-03,2034-07-13
700459,1042,Car Loan,2624948,14.98,36,Closed,72915.22,2023-04-29,2026-04-13
700460,1116,Business Loan,907910,13.98,24,Default,37829.58,2025-07-16,2027-07-06
700461,1100,Car Loan,1548366,14.82,120,Active,12903.05,2023-12-04,2033-10-12
700462,1008,Personal Loan,4777458,12.39,12,Default,398121.5,2022-08-02,2023-07-28
700463,1059,Car Loan,1717461,10.21,120,Default,14312.17,2025-09-16,2035-07-26
700464,1112,Car Loan,3183165,11.68,36,Active,88421.25,2021-12-10,2024-11-24
700465,1005,Car Loan,4043897,12.42,12,Closed,336991.42,2023-06-03,2024-05-28
700466,1120,Car Loan,1388504,14.65,36,Active,38569.56,2024-06-23,2027-06-08
700467,1144,Home Loan,3014448,11.11,24,Closed,125602.0,2022-04-08,2024-03-28
700468,1127,Education Loan,2982238,7.68,240,Default,12425.99,2025-03-17,2044-12-02
700469,1098,Education Loan,3890973,11.4,12,Closed,324247.75,2025-09-06,2026-09-01
700470,1041,Personal Loan,1287751,7.81,120,Closed,10731.26,2023-05-22,2033-03-30
700471,1122,Home Loan,4096226,10.2,24,Default,170676.08,2021-08-14,2023-08-04
700472,1066,Personal Loan,3913061,9.85,24,Active,163044.21,2025-07-09,2027-06-29
700473,1016,Business Loan,2528309,7.52,36,Default,70230.81,2026-06-23,2029-06-07
700474,1026,Home Loan,3246941,14.21,240,Active,13528.92,2023-09-23,2043-06-10
700475,1016,Business Loan,4481674,7.84,24,Closed,186736.42,2021-10-31,2023-10-21
700476,1030,Car Loan,3775870,14.4,24,Closed,157327.92,2021-09-18,2023-09-08
700477,1046,Education Loan,2119258,11.36,240,Default,8830.24,2025-01-01,2044-09-18
700478,1023,Home Loan,3375467,7.69,12,Default,281288.92,2026-05-01,2027-04-26
700479,1176,Car Loan,4971760,10.94,36,Default,138104.44,2026-06-22,2029-06-06
700480,1117,Education Loan,3330189,11.8,120,Closed,27751.58,2022-02-09,2031-12-19
700481,1121,Education Loan,4271535,10.41,240,Active,17798.06,2022-10-03,2042-06-20
700482,1007,Personal Loan,1577571,8.97,12,Closed,131464.25,2022-09-06,2023-09-01
700483,1108,Education Loan,4128763,13.13,24,Closed,172031.79,2024-03-10,2026-02-28
700484,1114,Business Loan,2274579,9.97,12,Closed,189548.25,2025-08-08,2026-08-03
700485,1073,Car Loan,1226535,8.93,120,Active,10221.12,2026-03-25,2036-02-01
700486,1156,Home Loan,4739234,14.78,24,Default,197468.08,2024-04-10,2026-03-31
700487,1042,Business Loan,263805,10.2,240,Default,1099.19,2025-02-19,2044-11-06
700488,1010,Education Loan,1372341,11.88,60,Closed,22872.35,2024-12-20,2029-11-24
700489,1137,Home Loan,342706,13.8,24,Default,14279.42,2025-09-06,2027-08-27
700490,1017,Car Loan,3215044,9.45,12,Default,267920.33,2021-10-10,2022-10-05
700491,1151,Education Loan,2868688,11.45,60,Closed,47811.47,2026-06-23,2031-05-28
700492,1003,Home Loan,835908,10.18,240,Active,3482.95,2022-09-01,2042-05-19
700493,1005,Car Loan,2146490,13.88,60,Default,35774.83,2023-09-12,2028-08-16
700494,1159,Education Loan,4117419,13.71,36,Active,114372.75,2022-01-26,2025-01-10
700495,1021,Home Loan,171624,11.99,240,Closed,715.1,2023-02-12,2042-10-30
700496,1169,Home Loan,2652827,8.3,24,Default,110534.46,2024-10-12,2026-10-02
700497,1130,Car Loan,4155918,13.64,24,Default,173163.25,2023-11-17,2025-11-06
700498,1134,Education Loan,2872279,12.93,12,Default,239356.58,2021-12-27,2022-12-22
700499,1119,Education Loan,2226658,14.1,24,Default,92777.42,2025-01-07,2026-12-28
700500,1013,Business Loan,4772232,12.41,60,Active,79537.2,2021-09-29,2026-09-03
700501,1095,Car Loan,687625,14.2,120,Default,5730.21,2026-01-28,2035-12-07
700502,1113,Personal Loan,1346608,12.47,24,Closed,56108.67,2026-04-25,2028-04-14
700503,1157,Home Loan,1117127,14.49,12,Closed,93093.92,2022-03-26,2023-03-21
700504,1156,Car Loan,1540973,9.15,36,Active,42804.81,2023-05-16,2026-04-30
700505,1161,Personal Loan,2747571,10.67,24,Closed,114482.12,2024-07-06,2026-06-26
700506,1136,Home Loan,4271644,12.78,24,Active,177985.17,2026-05-21,2028-05-10
700507,1008,Car Loan,4466009,9.26,12,Default,372167.42,2022-06-13,2023-06-08
700508,1045,Car Loan,408059,8.38,36,Closed,11334.97,2022-07-17,2025-07-01
700509,1052,Personal Loan,2919802,9.53,36,Closed,81105.61,2025-08-17,2028-08-01
700510,1158,Car Loan,488714,12.18,60,Closed,8145.23,2026-04-06,2031-03-11
700511,1010,Personal Loan,1575245,14.82,240,Closed,6563.52,2023-02-10,2042-10-28
700512,1059,Business Loan,2146316,12.35,24,Active,89429.83,2023-03-06,2025-02-23
700513,1171,Education Loan,3210685,13.9,24,Default,133778.54,2024-12-13,2026-12-03
700514,1026,Personal Loan,4060444,11.89,12,Closed,338370.33,2024-05-24,2025-05-19
700515,1055,Personal Loan,71493,7.9,240,Default,297.89,2022-06-21,2042-03-08
700516,1067,Car Loan,1532793,8.51,36,Active,42577.58,2024-10-15,2027-09-30
700517,1067,Education Loan,1464781,7.75,36,Active,40688.36,2022-01-24,2025-01-08
700518,1007,Education Loan,539670,13.61,24,Active,22486.25,2025-08-25,2027-08-15
700519,1068,Personal Loan,3122451,8.18,36,Default,86734.75,2022-05-17,2025-05-01
700520,1126,Education Loan,4582521,12.83,60,Default,76375.35,2025-06-28,2030-06-02
700521,1132,Business Loan,2713079,11.97,24,Closed,113044.96,2022-03-23,2024-03-12
700522,1098,Personal Loan,3696549,8.79,60,Closed,61609.15,2022-02-03,2027-01-08
700523,1038,Business Loan,2517205,10.23,120,Closed,20976.71,2024-02-23,2034-01-01
700524,1106,Education Loan,1819324,8.84,240,Closed,7580.52,2026-06-04,2046-02-19
700525,1153,Personal Loan,3509530,14.42,120,Closed,29246.08,2023-11-27,2033-10-05
700526,1173,Home Loan,1189355,9.91,240,Closed,4955.65,2025-03-22,2044-12-07
700527,1121,Car Loan,3032832,12.19,60,Closed,50547.2,2022-12-23,2027-11-27
700528,1006,Business Loan,731029,11.47,60,Closed,12183.82,2021-12-26,2026-11-30
700529,1117,Personal Loan,4088023,13.52,24,Active,170334.29,2023-01-19,2025-01-08
700530,1111,Home Loan,4431706,8.29,120,Default,36930.88,2024-06-29,2034-05-08
700531,1148,Business Loan,1880646,14.44,12,Default,156720.5,2025-07-09,2026-07-04
700532,1135,Business Loan,303258,13.58,24,Default,12635.75,2022-03-27,2024-03-16
700533,1147,Personal Loan,1437878,12.96,240,Active,5991.16,2025-12-27,2045-09-13
700534,1163,Home Loan,3507472,7.81,36,Closed,97429.78,2022-12-25,2025-12-09
700535,1161,Car Loan,1898389,14.49,60,Closed,31639.82,2025-08-30,2030-08-04
700536,1157,Car Loan,3470452,13.2,120,Closed,28920.43,2024-04-03,2034-02-10
700537,1036,Education Loan,3825071,14.61,240,Default,15937.8,2026-03-14,2045-11-29
700538,1067,Business Loan,4611569,11.52,36,Default,128099.14,2025-02-20,2028-02-05
700539,1135,Education Loan,702578,7.8,36,Default,19516.06,2023-03-17,2026-03-01
700540,1013,Education Loan,4081204,11.07,120,Closed,34010.03,2023-04-29,2033-03-07
700541,1128,Home Loan,527214,12.95,12,Closed,43934.5,2022-10-27,2023-10-22
700542,1071,Car Loan,2453354,13.97,60,Closed,40889.23,2022-09-19,2027-08-24
700543,1006,Education Loan,657608,14.85,24,Active,27400.33,2026-04-21,2028-04-10
700544,1127,Car Loan,157459,14.15,60,Active,2624.32,2026-06-03,2031-05-08
700545,1129,Personal Loan,1153168,9.46,240,Active,4804.87,2026-05-22,2046-02-06
700546,1021,Personal Loan,3194618,14.09,12,Active,266218.17,2023-07-30,2024-07-24
700547,1008,Home Loan,3153234,13.19,120,Default,26276.95,2024-03-19,2034-01-26
700548,1130,Business Loan,414142,13.47,120,Default,3451.18,2023-09-29,2033-08-07
700549,1103,Education Loan,1944826,14.75,120,Default,16206.88,2022-01-17,2031-11-26
700550,1121,Business Loan,731512,14.08,60,Default,12191.87,2026-04-04,2031-03-09
700551,1161,Personal Loan,1423565,10.14,36,Active,39543.47,2022-07-13,2025-06-27
700552,1143,Education Loan,1789851,11.23,60,Closed,29830.85,2022-07-21,2027-06-25
700553,1078,Business Loan,3488103,13.96,240,Closed,14533.76,2022-06-22,2042-03-09
700554,1074,Business Loan,1579996,10.8,120,Default,13166.63,2026-04-12,2036-02-19
700555,1133,Home Loan,4336922,9.14,240,Default,18070.51,2022-03-13,2041-11-28
700556,1135,Education Loan,3417354,11.22,36,Active,94926.5,2024-05-03,2027-04-18
700557,1131,Home Loan,2923865,11.3,12,Closed,243655.42,2025-03-13,2026-03-08
700558,1029,Business Loan,2403361,8.27,240,Default,10014.0,2024-07-20,2044-04-06
700559,1135,Home Loan,2069578,11.82,24,Closed,86232.42,2024-11-17,2026-11-07
700560,1016,Car Loan,2979412,8.95,24,Default,124142.17,2022-01-11,2024-01-01
700561,1135,Education Loan,1028030,13.58,36,Closed,28556.39,2023-01-14,2025-12-29
700562,1056,Personal Loan,372883,8.96,12,Active,31073.58,2022-07-22,2023-07-17
700563,1055,Education Loan,2167640,9.37,36,Active,60212.22,2021-11-24,2024-11-08
700564,1070,Personal Loan,2389558,13.36,36,Active,66376.61,2022-10-08,2025-09-22
700565,1126,Car Loan,1285015,8.68,36,Closed,35694.86,2024-05-07,2027-04-22
700566,1014,Personal Loan,4916128,10.1,36,Default,136559.11,2024-03-28,2027-03-13
700567,1062,Business Loan,1896183,8.98,36,Closed,52671.75,2025-09-21,2028-09-05
700568,1040,Car Loan,1908964,9.97,36,Default,53026.78,2022-12-20,2025-12-04
700569,1005,Education Loan,156027,9.58,36,Default,4334.08,2025-01-27,2028-01-12
700570,1045,Education Loan,3321954,11.14,12,Active,276829.5,2023-04-30,2024-04-24
700571,1037,Business Loan,1720365,12.79,60,Active,28672.75,2021-11-26,2026-10-31
700572,1094,Business Loan,3055089,7.51,120,Default,25459.08,2026-03-24,2036-01-31
700573,1054,Car Loan,3620098,7.64,240,Closed,15083.74,2022-07-17,2042-04-03
700574,1046,Personal Loan,3185876,13.85,120,Default,26548.97,2022-05-14,2032-03-22
700575,1170,Home Loan,1655699,13.75,240,Default,6898.75,2025-10-26,2045-07-13
700576,1117,Home Loan,2187195,14.3,120,Active,18226.62,2023-04-28,2033-03-06
700577,1058,Home Loan,4906818,13.65,12,Default,408901.5,2021-12-05,2022-11-30
700578,1068,Car Loan,1833436,8.44,36,Active,50928.78,2023-03-20,2026-03-04
700579,1018,Personal Loan,1768242,8.53,12,Default,147353.5,2025-06-30,2026-06-25
700580,1082,Car Loan,3438197,13.99,120,Active,28651.64,2024-02-15,2033-12-24
700581,1101,Home Loan,2282656,9.35,24,Active,95110.67,2026-06-15,2028-06-04
700582,1022,Business Loan,3351344,13.76,36,Default,93092.89,2022-07-30,2025-07-14
700583,1125,Home Loan,371208,14.45,60,Active,6186.8,2021-08-14,2026-07-19
700584,1117,Home Loan,2171761,14.44,120,Default,18098.01,2025-06-02,2035-04-11
700585,1082,Business Loan,3588147,14.32,120,Active,29901.22,2026-07-16,2036-05-24
700586,1054,Education Loan,2110755,9.7,36,Default,58632.08,2024-08-19,2027-08-04
700587,1118,Business Loan,2588703,8.06,240,Active,10786.26,2022-06-03,2042-02-18
700588,1075,Home Loan,652757,13.08,60,Default,10879.28,2023-04-06,2028-03-10
700589,1122,Home Loan,2513385,11.17,240,Closed,10472.44,2022-09-27,2042-06-14
700590,1044,Personal Loan,2957725,12.04,60,Active,49295.42,2026-01-20,2030-12-25
700591,1135,Business Loan,107038,11.14,12,Default,8919.83,2025-06-22,2026-06-17
700592,1027,Car Loan,4346057,11.93,60,Default,72434.28,2023-07-29,2028-07-02
700593,1128,Personal Loan,1475654,10.33,12,Closed,122971.17,2024-04-23,2025-04-18
700594,1027,Home Loan,1027081,11.52,36,Active,28530.03,2024-11-03,2027-10-19
700595,1035,Car Loan,1403629,14.53,120,Default,11696.91,2023-10-02,2033-08-10
700596,1055,Personal Loan,4273255,12.97,12,Closed,356104.58,2021-10-16,2022-10-11
700597,1063,Business Loan,4327358,11.01,12,Closed,360613.17,2022-10-01,2023-09-26
700598,1105,Business Loan,3036191,8.13,240,Closed,12650.8,2022-07-13,2042-03-30
700599,1037,Business Loan,2613537,13.65,12,Closed,217794.75,2025-11-27,2026-11-22
700600,1140,Car Loan,340497,9.9,36,Default,9458.25,2021-12-28,2024-12-12
700601,1143,Home Loan,4770735,10.4,240,Closed,19878.06,2022-03-04,2041-11-19
700602,1055,Home Loan,2750663,13.61,120,Default,22922.19,2025-11-18,2035-09-27
700603,1093,Home Loan,1370806,7.92,36,Default,38077.94,2026-01-09,2028-12-24
700604,1161,Education Loan,3344893,13.33,240,Default,13937.05,2023-04-15,2042-12-31
700605,1070,Personal Loan,1130194,11.57,60,Default,18836.57,2022-05-15,2027-04-19
700606,1005,Business Loan,4411925,10.27,36,Closed,122553.47,2023-05-20,2026-05-04
700607,1096,Business Loan,191937,8.99,60,Closed,3198.95,2025-07-30,2030-07-04
700608,1110,Home Loan,4940931,14.44,60,Default,82348.85,2021-09-13,2026-08-18
700609,1170,Business Loan,3506832,10.79,12,Active,292236.0,2022-06-14,2023-06-09
700610,1145,Car Loan,3429911,12.48,24,Closed,142912.96,2024-07-08,2026-06-28
700611,1020,Car Loan,2533705,8.86,36,Default,70380.69,2023-09-18,2026-09-02
700612,1028,Business Loan,1025522,12.76,24,Closed,42730.08,2025-05-11,2027-05-01
700613,1132,Home Loan,628135,9.33,24,Default,26172.29,2026-05-02,2028-04-21
700614,1143,Business Loan,3698615,14.72,120,Default,30821.79,2022-07-06,2032-05-14
700615,1156,Education Loan,4708758,14.05,24,Closed,196198.25,2026-04-14,2028-04-03
700616,1083,Business Loan,1959471,9.44,120,Default,16328.92,2026-01-26,2035-12-05
700617,1035,Business Loan,1323683,12.81,240,Closed,5515.35,2022-03-02,2041-11-17
700618,1156,Home Loan,1174272,7.92,12,Closed,97856.0,2023-09-28,2024-09-22
700619,1074,Business Loan,4936528,14.2,12,Closed,411377.33,2026-05-03,2027-04-28
700620,1139,Business Loan,1434513,14.43,240,Default,5977.14,2022-10-07,2042-06-24
700621,1094,Personal Loan,3941590,8.81,12,Default,328465.83,2023-11-23,2024-11-17
700622,1071,Business Loan,4308745,9.84,36,Default,119687.36,2021-08-29,2024-08-13
700623,1100,Personal Loan,3077491,11.63,120,Active,25645.76,2023-09-23,2033-08-01
700624,1017,Car Loan,241942,11.79,12,Active,20161.83,2022-01-01,2022-12-27
700625,1176,Car Loan,4605003,7.66,240,Default,19187.51,2025-11-24,2045-08-11
700626,1137,Home Loan,1096994,8.6,12,Closed,91416.17,2024-09-13,2025-09-08
