Transaction_ID,Account_ID,Transaction_Date,Transaction_Time,Transaction_Type,Amount,Merchant_Name,City,Device_Type,Is_Fraud,Fraud_Reason
902699,500000087,2026-06-10,06:46:13,Debit Card,9800,Amazon,Kolkata,Mobile,No,Normal Transaction
902700,500000157,2026-02-13,01:58:20,UPI,5912,Zomato,Bengaluru,Mobile,No,Normal Transaction
902701,500000107,2026-04-16,05:46:43,NEFT,27499,Amazon,Hyderabad,ATM,No,Normal Transaction
902702,500000130,2026-08-21,18:00:07,NEFT,51841,Swiggy,Mumbai,Mobile,No,Normal Transaction
902703,500000035,2026-05-11,10:15:32,ATM,75694,PhonePe,Bengaluru,Laptop,No,Normal Transaction
902704,500000103,2026-07-19,15:17:56,Debit Card,32274,Swiggy,Mumbai,Laptop,No,Normal Transaction
902705,500000162,2026-10-23,06:10:53,IMPS,16340,Zomato,Mumbai,ATM,No,Normal Transaction
902706,500000069,2026-01-21,18:11:11,RTGS,89718,Reliance,Bengaluru,Mobile,No,Normal Transaction
902707,500000014,2026-02-23,12:12:44,ATM,96838,Uber,Pune,Mobile,No,Normal Transaction
902708,500000043,2026-08-03,14:52:48,ATM,55372,Paytm,Lucknow,ATM,No,Normal Transaction
902709,500000096,2026-05-13,16:21:00,RTGS,90281,IRCTC,Mumbai,Laptop,No,Normal Transaction
902710,500000088,2026-03-11,15:35:44,NEFT,43366,Reliance,Kolkata,Laptop,No,Normal Transaction
902711,500000117,2026-05-09,13:16:42,RTGS,17295,Reliance,Pune,ATM,Yes,Different City
902712,500000117,2026-05-03,12:36:38,UPI,41676,Reliance,Delhi,POS,No,Normal Transaction
902713,500000053,2026-06-27,13:10:58,Debit Card,27660,Zomato,Bengaluru,ATM,No,Normal Transaction
902714,500000046,2026-04-15,16:43:12,ATM,34392,Reliance,Pune,ATM,No,Normal Transaction
902715,500000139,2026-04-19,10:11:59,ATM,36252,Zomato,Pune,Mobile,No,Normal Transaction
902716,500000006,2026-12-22,20:28:38,IMPS,2072,Flipkart,Pune,Mobile,No,Normal Transaction
902717,500000049,2026-07-09,11:29:49,ATM,37926,Flipkart,Hyderabad,Mobile,No,Normal Transaction
902718,500000124,2026-08-29,16:59:41,Credit Card,8188,Swiggy,Lucknow,Mobile,No,Normal Transaction
902719,500000038,2026-09-24,03:08:34,IMPS,57403,Amazon,Lucknow,POS,No,Normal Transaction
902720,500000077,2026-11-17,06:58:14,UPI,95610,Flipkart,Pune,Laptop,No,Normal Transaction
902721,500000057,2026-04-02,02:07:12,ATM,19534,Amazon,Lucknow,Laptop,No,Normal Transaction
902722,500000102,2026-01-27,15:56:33,IMPS,41928,Zomato,Mumbai,POS,No,Normal Transaction
902723,500000080,2026-03-25,05:24:46,Debit Card,96074,Amazon,Mumbai,POS,No,Normal Transaction
902724,500000170,2026-12-21,16:55:06,ATM,49260,Reliance,Mumbai,Laptop,No,Normal Transaction
902725,500000169,2026-01-12,10:06:37,NEFT,93334,IRCTC,Kolkata,Laptop,No,Normal Transaction
902726,500000134,2026-01-20,00:28:20,RTGS,99579,Uber,Hyderabad,ATM,No,Normal Transaction
902727,500000060,2026-04-20,23:26:24,UPI,71365,Amazon,Hyderabad,POS,No,Normal Transaction
902728,500000032,2026-07-14,11:46:19,Credit Card,10821,IRCTC,Hyderabad,POS,No,Normal Transaction
902729,500000152,2026-06-16,20:53:44,NEFT,76749,PhonePe,Hyderabad,Laptop,No,Normal Transaction
902730,500000143,2026-03-26,10:36:57,RTGS,2276,Uber,Lucknow,ATM,No,Normal Transaction
902731,500000043,2026-11-24,20:08:57,IMPS,56214,IRCTC,Kolkata,Mobile,No,Normal Transaction
902732,500000110,2026-11-27,17:46:01,UPI,5940,Paytm,Mumbai,Laptop,No,Normal Transaction
902733,500000119,2026-06-23,16:36:33,RTGS,92355,PhonePe,Hyderabad,ATM,No,Normal Transaction
902734,500000134,2026-07-02,06:09:35,IMPS,60331,PhonePe,Hyderabad,POS,No,Normal Transaction
902735,500000111,2026-11-08,07:33:36,IMPS,39888,IRCTC,Hyderabad,ATM,No,Normal Transaction
902736,500000134,2026-03-12,08:34:50,Credit Card,9384,DMart,Hyderabad,Mobile,No,Normal Transaction
902737,500000065,2026-11-06,07:45:57,NEFT,29690,Reliance,Kolkata,POS,No,Normal Transaction
902738,500000046,2026-05-21,16:15:39,ATM,25231,PhonePe,Delhi,ATM,No,Normal Transaction
902739,500000105,2026-08-27,08:50:27,RTGS,89850,Swiggy,Mumbai,ATM,No,Normal Transaction
902740,500000084,2026-07-24,16:59:44,IMPS,17674,Swiggy,Kolkata,Laptop,No,Normal Transaction
902741,500000081,2026-02-11,05:27:47,NEFT,67917,Zomato,Lucknow,Mobile,No,Normal Transaction
902742,500000087,2026-08-12,17:34:12,IMPS,80337,PhonePe,Lucknow,ATM,No,Normal Transaction
902743,500000067,2026-07-15,00:03:01,Credit Card,53457,IRCTC,Bengaluru,Mobile,No,Normal Transaction
902744,500000108,2026-12-01,09:26:33,UPI,22392,PhonePe,Mumbai,ATM,No,Normal Transaction
902745,500000085,2026-01-30,13:20:51,RTGS,8934,Uber,Pune,POS,No,Normal Transaction
902746,500000023,2026-10-31,19:42:29,NEFT,2940,Uber,Bengaluru,Mobile,No,Normal Transaction
902747,500000176,2026-12-15,11:08:28,ATM,25999,PhonePe,Bengaluru,ATM,No,Normal Transaction
902748,500000071,2026-12-05,17:52:10,IMPS,57385,Swiggy,Bengaluru,Mobile,No,Normal Transaction
902749,500000022,2026-02-11,06:33:00,Credit Card,76519,PhonePe,Kolkata,Mobile,No,Normal Transaction
902750,500000006,2026-09-16,21:17:44,Debit Card,75682,IRCTC,Lucknow,ATM,No,Normal Transaction
902751,500000140,2026-03-27,03:49:21,RTGS,21561,PhonePe,Delhi,ATM,No,Normal Transaction
902752,500000052,2026-11-11,17:46:07,RTGS,37775,Swiggy,Kolkata,POS,No,Normal Transaction
902753,500000037,2026-08-25,15:36:50,UPI,21352,IRCTC,Lucknow,Laptop,No,Normal Transaction
902754,500000043,2026-05-27,21:45:22,ATM,52029,IRCTC,Lucknow,ATM,No,Normal Transaction
902755,500000024,2026-07-19,07:55:09,Credit Card,34170,PhonePe,Lucknow,Laptop,No,Normal Transaction
902756,500000055,2026-07-24,05:18:17,IMPS,48871,Amazon,Hyderabad,Mobile,No,Normal Transaction
902757,500000052,2026-06-14,20:22:56,ATM,17955,IRCTC,Kolkata,POS,No,Normal Transaction
902758,500000152,2026-01-17,08:56:27,ATM,20929,DMart,Delhi,Mobile,No,Normal Transaction
902759,500000017,2026-08-20,17:06:58,ATM,70339,DMart,Pune,POS,No,Normal Transaction
902760,500000148,2026-05-24,17:56:17,RTGS,28648,IRCTC,Mumbai,POS,No,Normal Transaction
902761,500000136,2026-08-19,02:57:53,ATM,22079,Flipkart,Hyderabad,Mobile,No,Normal Transaction
902762,500000046,2026-02-19,03:14:12,Debit Card,81277,IRCTC,Delhi,POS,No,Normal Transaction
902763,500000062,2026-11-21,03:53:09,ATM,35290,Amazon,Bengaluru,POS,No,Normal Transaction
902764,500000049,2026-11-10,06:45:48,Debit Card,65530,Zomato,Hyderabad,POS,No,Normal Transaction
902765,500000086,2026-04-04,02:09:58,IMPS,75464,PhonePe,Pune,Laptop,No,Normal Transaction
902766,500000102,2026-11-26,00:44:23,Credit Card,47535,PhonePe,Delhi,Laptop,No,Normal Transaction
902767,500000022,2026-01-27,20:54:12,ATM,51371,DMart,Hyderabad,Laptop,No,Normal Transaction
902768,500000031,2026-11-15,07:01:58,RTGS,10470,Flipkart,Lucknow,Mobile,No,Normal Transaction
902769,500000115,2026-10-13,02:46:06,IMPS,4462,PhonePe,Pune,Laptop,No,Normal Transaction
902770,500000164,2026-07-19,22:01:23,ATM,97387,Flipkart,Kolkata,Mobile,No,Normal Transaction
902771,500000025,2026-09-30,15:51:10,Credit Card,32256,Reliance,Lucknow,ATM,No,Normal Transaction
902772,500000136,2026-09-03,03:58:30,RTGS,66532,Paytm,Kolkata,Laptop,No,Normal Transaction
902773,500000011,2026-07-02,06:26:07,ATM,1584,Uber,Pune,ATM,No,Normal Transaction
902774,500000084,2026-01-23,02:02:16,ATM,20814,Uber,Delhi,Laptop,No,Normal Transaction
902775,500000027,2026-01-21,02:49:49,ATM,67265,Reliance,Mumbai,Mobile,No,Normal Transaction
902776,500000007,2026-03-28,08:24:27,ATM,43861,PhonePe,Lucknow,Mobile,No,Normal Transaction
902777,500000054,2026-09-19,21:30:55,Credit Card,63799,Amazon,Pune,ATM,No,Normal Transaction
902778,500000160,2026-04-03,14:27:06,RTGS,34541,PhonePe,Hyderabad,Laptop,No,Normal Transaction
902779,500000042,2026-05-12,13:30:00,UPI,85246,Paytm,Bengaluru,Laptop,No,Normal Transaction
902780,500000099,2026-06-19,15:41:08,RTGS,72277,Uber,Hyderabad,Mobile,No,Normal Transaction
902781,500000119,2026-08-27,21:21:50,RTGS,28291,Reliance,Delhi,POS,No,Normal Transaction
902782,500000119,2026-09-12,06:58:16,ATM,44703,Flipkart,Bengaluru,Mobile,No,Normal Transaction
902783,500000166,2026-09-21,07:22:22,UPI,59775,Zomato,Bengaluru,Laptop,No,Normal Transaction
902784,500000153,2026-12-04,03:51:35,IMPS,33570,Reliance,Delhi,Laptop,No,Normal Transaction
902785,500000173,2026-01-16,00:32:57,Debit Card,41216,IRCTC,Delhi,POS,No,Normal Transaction
902786,500000152,2026-12-03,20:21:30,RTGS,69535,DMart,Hyderabad,Laptop,No,Normal Transaction
902787,500000047,2026-06-10,03:21:36,RTGS,10032,Amazon,Delhi,Mobile,No,Normal Transaction
902788,500000161,2026-02-09,08:25:20,UPI,40953,Swiggy,Delhi,Mobile,No,Normal Transaction
902789,500000086,2026-01-19,08:28:55,Credit Card,44649,PhonePe,Mumbai,Mobile,No,Normal Transaction
902790,500000114,2026-09-24,12:40:33,ATM,91075,Zomato,Bengaluru,POS,No,Normal Transaction
902791,500000116,2026-08-02,11:22:27,Credit Card,62257,Flipkart,Hyderabad,Laptop,No,Normal Transaction
902792,500000055,2026-07-26,09:57:40,IMPS,99032,Swiggy,Kolkata,Mobile,Yes,Midnight Transaction
902793,500000160,2026-09-10,06:06:49,NEFT,71675,Paytm,Delhi,POS,No,Normal Transaction
902794,500000129,2026-12-18,23:23:31,RTGS,83233,Reliance,Mumbai,POS,No,Normal Transaction
902795,500000027,2026-10-06,13:52:59,Debit Card,51954,IRCTC,Pune,Mobile,No,Normal Transaction
902796,500000152,2026-11-09,07:53:41,UPI,48760,Flipkart,Mumbai,POS,No,Normal Transaction
902797,500000057,2026-07-21,13:57:47,NEFT,88392,IRCTC,Kolkata,ATM,No,Normal Transaction
902798,500000070,2026-11-13,20:27:50,IMPS,69021,PhonePe,Mumbai,POS,No,Normal Transaction
902799,500000028,2026-05-07,12:13:38,Credit Card,15425,DMart,Lucknow,Laptop,No,Normal Transaction
902800,500000162,2026-06-16,15:46:21,RTGS,78935,Reliance,Bengaluru,POS,No,Normal Transaction
902801,500000004,2026-03-06,14:47:28,Debit Card,68308,Swiggy,Pune,Laptop,No,Normal Transaction
902802,500000047,2026-05-27,06:05:19,UPI,45761,PhonePe,Delhi,Mobile,No,Normal Transaction
902803,500000085,2026-11-16,09:13:24,NEFT,70061,Reliance,Hyderabad,Laptop,No,Normal Transaction
902804,500000092,2026-03-02,22:47:58,NEFT,62025,DMart,Lucknow,ATM,No,Normal Transaction
902805,500000096,2026-09-25,04:54:23,ATM,44022,Amazon,Mumbai,POS,No,Normal Transaction
902806,500000074,2026-10-05,16:05:01,Debit Card,37194,IRCTC,Bengaluru,Mobile,No,Normal Transaction
902807,500000174,2026-09-09,06:32:59,RTGS,35544,IRCTC,Hyderabad,ATM,No,Normal Transaction
902808,500000047,2026-06-02,00:12:19,UPI,88953,Reliance,Mumbai,Mobile,No,Normal Transaction
902809,500000120,2026-05-31,07:11:20,Credit Card,81416,IRCTC,Hyderabad,POS,No,Normal Transaction
902810,500000070,2026-09-24,23:11:41,UPI,44462,Paytm,Kolkata,ATM,No,Normal Transaction
902811,500000162,2026-06-30,01:12:15,ATM,80641,IRCTC,Lucknow,ATM,No,Normal Transaction
902812,500000064,2026-05-08,23:41:06,RTGS,28890,DMart,Mumbai,Mobile,No,Normal Transaction
902813,500000035,2026-06-16,11:14:27,UPI,94339,IRCTC,Hyderabad,Mobile,No,Normal Transaction
902814,500000031,2026-05-16,06:19:49,RTGS,76730,Reliance,Kolkata,POS,No,Normal Transaction
902815,500000052,2026-07-19,12:38:45,IMPS,8863,DMart,Lucknow,Laptop,No,Normal Transaction
902816,500000104,2026-04-23,16:58:40,Debit Card,44486,Paytm,Lucknow,ATM,No,Normal Transaction
902817,500000140,2026-02-15,01:55:08,UPI,34195,Flipkart,Bengaluru,ATM,No,Normal Transaction
902818,500000140,2026-10-01,23:09:31,NEFT,85723,Flipkart,Bengaluru,ATM,No,Normal Transaction
902819,500000138,2026-02-05,07:09:34,Credit Card,59597,Swiggy,Kolkata,POS,No,Normal Transaction
902820,500000010,2026-09-12,22:07:23,NEFT,71603,Swiggy,Bengaluru,ATM,No,Normal Transaction
902821,500000162,2026-10-06,11:36:44,Debit Card,10767,Uber,Pune,POS,No,Normal Transaction
902822,500000112,2026-12-22,09:54:35,RTGS,32278,Uber,Kolkata,Laptop,No,Normal Transaction
902823,500000116,2026-02-22,12:44:50,Credit Card,94913,PhonePe,Lucknow,POS,No,Normal Transaction
902824,500000102,2026-10-22,12:07:44,RTGS,1729,DMart,Hyderabad,Mobile,No,Normal Transaction
902825,500000030,2026-03-18,22:42:17,RTGS,86928,DMart,Lucknow,Mobile,No,Normal Transaction
902826,500000013,2026-02-18,19:30:28,Debit Card,58964,Amazon,Hyderabad,Mobile,No,Normal Transaction
902827,500000047,2026-05-24,03:13:40,Debit Card,57484,Swiggy,Lucknow,POS,No,Normal Transaction
902828,500000010,2026-05-02,23:57:53,Credit Card,32020,Amazon,Delhi,Laptop,No,Normal Transaction
902829,500000014,2026-05-17,03:47:07,Credit Card,38615,IRCTC,Pune,Mobile,No,Normal Transaction
902830,500000171,2026-06-23,23:53:57,IMPS,56398,Zomato,Hyderabad,Laptop,No,Normal Transaction
902831,500000133,2026-02-10,20:29:18,NEFT,90711,Zomato,Lucknow,POS,No,Normal Transaction
902832,500000049,2026-08-04,22:00:20,UPI,79809,Reliance,Bengaluru,POS,Yes,Multiple Transactions
902833,500000158,2026-01-01,02:56:26,Debit Card,14853,Swiggy,Bengaluru,Laptop,Yes,Multiple Transactions
902834,500000171,2026-03-17,23:54:55,Debit Card,18969,Amazon,Delhi,ATM,No,Normal Transaction
902835,500000081,2026-04-04,06:09:51,UPI,34316,Uber,Mumbai,Laptop,No,Normal Transaction
902836,500000030,2026-02-04,18:29:18,Credit Card,51673,Zomato,Mumbai,Laptop,No,Normal Transaction
902837,500000067,2026-09-18,08:49:07,RTGS,12992,Uber,Kolkata,Mobile,No,Normal Transaction
902838,500000020,2026-02-21,20:28:24,UPI,80214,Paytm,Kolkata,Laptop,No,Normal Transaction
902839,500000099,2026-09-25,02:24:33,ATM,95778,PhonePe,Delhi,Mobile,No,Normal Transaction
902840,500000010,2026-07-03,23:29:12,ATM,78841,PhonePe,Delhi,ATM,No,Normal Transaction
902841,500000076,2026-01-22,22:09:50,UPI,49503,DMart,Hyderabad,POS,No,Normal Transaction
902842,500000072,2026-05-14,07:19:10,Debit Card,18112,Flipkart,Bengaluru,ATM,No,Normal Transaction
902843,500000020,2026-11-13,21:21:39,UPI,15518,DMart,Hyderabad,Laptop,No,Normal Transaction
902844,500000095,2026-10-17,12:16:53,IMPS,49131,Amazon,Pune,POS,No,Normal Transaction
902845,500000125,2026-09-29,17:30:55,IMPS,91587,IRCTC,Bengaluru,Mobile,No,Normal Transaction
902846,500000110,2026-01-21,20:40:19,RTGS,46072,Swiggy,Kolkata,Mobile,No,Normal Transaction
902847,500000026,2026-06-01,05:23:24,RTGS,23886,DMart,Pune,ATM,No,Normal Transaction
902848,500000078,2026-09-20,05:49:39,NEFT,70161,IRCTC,Kolkata,ATM,No,Normal Transaction
902849,500000016,2026-04-30,19:43:13,RTGS,3439,PhonePe,Hyderabad,Laptop,No,Normal Transaction
902850,500000102,2026-09-11,03:12:10,RTGS,39773,Paytm,Lucknow,ATM,No,Normal Transaction
902851,500000072,2026-10-27,18:22:37,Credit Card,75189,PhonePe,Mumbai,POS,No,Normal Transaction
902852,500000004,2026-06-24,22:54:37,UPI,85910,PhonePe,Hyderabad,ATM,No,Normal Transaction
902853,500000059,2026-07-02,12:14:49,IMPS,31737,DMart,Kolkata,Laptop,No,Normal Transaction
902854,500000011,2026-01-08,00:21:47,NEFT,53343,IRCTC,Delhi,POS,No,Normal Transaction
902855,500000076,2026-07-14,13:33:10,IMPS,52801,Uber,Pune,ATM,No,Normal Transaction
902856,500000103,2026-11-25,21:45:32,Credit Card,47310,Uber,Mumbai,ATM,No,Normal Transaction
902857,500000070,2026-07-07,14:10:49,Debit Card,38742,Paytm,Hyderabad,POS,No,Normal Transaction
902858,500000125,2026-02-22,10:58:56,IMPS,61253,Zomato,Pune,POS,No,Normal Transaction
902859,500000158,2026-06-02,15:04:20,Debit Card,55426,Paytm,Hyderabad,Laptop,No,Normal Transaction
902860,500000119,2026-07-14,12:48:37,Debit Card,97889,Paytm,Delhi,ATM,No,Normal Transaction
902861,500000084,2026-08-23,05:46:57,NEFT,89882,Paytm,Hyderabad,ATM,No,Normal Transaction
902862,500000065,2026-09-01,08:59:30,Debit Card,49289,Amazon,Delhi,POS,No,Normal Transaction
902863,500000064,2026-10-29,02:28:06,UPI,36616,Paytm,Pune,ATM,No,Normal Transaction
902864,500000125,2026-01-14,03:35:03,RTGS,43606,Reliance,Kolkata,ATM,No,Normal Transaction
902865,500000079,2026-03-28,12:36:52,ATM,46732,Flipkart,Kolkata,ATM,No,Normal Transaction
902866,500000024,2026-04-20,20:41:00,NEFT,46514,DMart,Mumbai,ATM,No,Normal Transaction
902867,500000137,2026-01-29,04:51:36,RTGS,91756,IRCTC,Mumbai,POS,No,Normal Transaction
902868,500000140,2026-12-19,13:25:09,Debit Card,51159,Zomato,Delhi,POS,No,Normal Transaction
902869,500000040,2026-02-16,06:18:09,NEFT,16619,Zomato,Lucknow,Laptop,No,Normal Transaction
902870,500000014,2026-08-18,18:17:29,RTGS,27379,Amazon,Hyderabad,Mobile,No,Normal Transaction
902871,500000167,2026-06-25,06:00:11,Credit Card,95188,Reliance,Lucknow,ATM,No,Normal Transaction
902872,500000056,2026-10-06,20:21:13,Debit Card,20278,Amazon,Delhi,Laptop,No,Normal Transaction
902873,500000111,2026-03-20,08:26:04,NEFT,71192,Flipkart,Bengaluru,Mobile,No,Normal Transaction
902874,500000156,2026-04-05,21:51:20,ATM,516,DMart,Delhi,Mobile,No,Normal Transaction
902875,500000027,2026-09-25,04:53:28,RTGS,90763,Uber,Kolkata,POS,No,Normal Transaction
902876,500000151,2026-01-18,09:05:38,NEFT,58951,Swiggy,Kolkata,Laptop,Yes,Midnight Transaction
902877,500000080,2026-06-27,21:12:43,Credit Card,27566,PhonePe,Delhi,ATM,No,Normal Transaction
902878,500000047,2026-09-06,04:35:39,IMPS,60472,Uber,Kolkata,POS,No,Normal Transaction
902879,500000070,2026-08-10,16:32:39,IMPS,96433,DMart,Bengaluru,Laptop,No,Normal Transaction
902880,500000062,2026-09-03,14:43:50,Debit Card,200,DMart,Delhi,POS,Yes,High Amount
902881,500000159,2026-06-03,00:49:56,UPI,78877,Amazon,Hyderabad,Laptop,No,Normal Transaction
902882,500000034,2026-01-26,10:44:34,IMPS,56529,IRCTC,Bengaluru,Laptop,No,Normal Transaction
902883,500000031,2026-12-13,20:53:39,Credit Card,50821,Zomato,Hyderabad,Mobile,No,Normal Transaction
902884,500000133,2026-12-12,18:15:26,UPI,30333,Amazon,Bengaluru,Laptop,No,Normal Transaction
902885,500000030,2026-02-01,05:01:37,RTGS,33392,Paytm,Delhi,ATM,No,Normal Transaction
902886,500000007,2026-11-12,06:16:35,RTGS,90174,Swiggy,Pune,POS,No,Normal Transaction
902887,500000106,2026-01-21,13:08:00,IMPS,40894,IRCTC,Delhi,Laptop,No,Normal Transaction
902888,500000005,2026-06-07,05:11:29,RTGS,73274,Zomato,Pune,ATM,No,Normal Transaction
902889,500000002,2026-08-20,04:38:09,Debit Card,15103,Uber,Pune,Mobile,No,Normal Transaction
902890,500000115,2026-07-17,12:38:24,ATM,37708,Flipkart,Mumbai,POS,No,Normal Transaction
902891,500000092,2026-02-23,00:55:11,IMPS,3358,DMart,Bengaluru,ATM,No,Normal Transaction
902892,500000113,2026-09-09,04:02:13,NEFT,78997,DMart,Pune,Laptop,No,Normal Transaction
902893,500000021,2026-05-15,13:31:26,UPI,74624,Paytm,Bengaluru,POS,No,Normal Transaction
902894,500000141,2026-03-04,21:04:52,NEFT,77521,Zomato,Lucknow,Laptop,No,Normal Transaction
902895,500000175,2026-08-28,09:52:05,IMPS,14458,Amazon,Pune,ATM,No,Normal Transaction
902896,500000140,2026-07-23,13:44:45,IMPS,99204,Uber,Delhi,ATM,No,Normal Transaction
902897,500000067,2026-04-25,02:44:36,ATM,13265,Zomato,Mumbai,POS,No,Normal Transaction
902898,500000054,2026-07-04,19:32:03,NEFT,36617,Swiggy,Lucknow,ATM,No,Normal Transaction
902899,500000015,2026-01-31,21:33:52,RTGS,97069,Paytm,Bengaluru,Laptop,No,Normal Transaction
902900,500000017,2026-01-01,22:14:57,Credit Card,15450,Flipkart,Hyderabad,ATM,No,Normal Transaction
902901,500000052,2026-05-17,18:45:21,Credit Card,76591,Flipkart,Pune,POS,No,Normal Transaction
902902,500000055,2026-06-25,00:08:59,IMPS,96052,Uber,Pune,Laptop,No,Normal Transaction
902903,500000140,2026-01-08,18:22:36,Debit Card,64178,DMart,Pune,Mobile,No,Normal Transaction
902904,500000068,2026-03-04,04:17:42,IMPS,34825,Paytm,Delhi,ATM,No,Normal Transaction
902905,500000038,2026-04-15,17:55:26,IMPS,3969,Uber,Delhi,Laptop,Yes,Midnight Transaction
902906,500000072,2026-09-18,12:03:09,RTGS,38530,Amazon,Delhi,Mobile,No,Normal Transaction
902907,500000168,2026-03-11,22:40:08,IMPS,2030,PhonePe,Mumbai,ATM,No,Normal Transaction
902908,500000114,2026-03-16,16:28:09,UPI,51463,Amazon,Lucknow,ATM,No,Normal Transaction
902909,500000162,2026-09-19,06:49:37,ATM,69497,DMart,Kolkata,Laptop,No,Normal Transaction
902910,500000043,2026-02-22,23:01:17,ATM,84436,Amazon,Hyderabad,Laptop,No,Normal Transaction
902911,500000110,2026-09-28,21:59:37,Credit Card,41926,Flipkart,Pune,ATM,Yes,Different City
902912,500000129,2026-08-18,02:05:45,NEFT,98481,DMart,Kolkata,Laptop,No,Normal Transaction
902913,500000057,2026-12-02,01:54:56,Credit Card,40095,Amazon,Delhi,Mobile,No,Normal Transaction
902914,500000116,2026-08-28,13:03:26,NEFT,52350,Zomato,Kolkata,POS,No,Normal Transaction
902915,500000126,2026-11-07,20:13:00,Credit Card,23270,Paytm,Hyderabad,Laptop,No,Normal Transaction
902916,500000177,2026-10-10,08:33:09,Credit Card,22714,PhonePe,Pune,ATM,No,Normal Transaction
902917,500000097,2026-07-29,03:26:54,RTGS,57370,Uber,Mumbai,Laptop,No,Normal Transaction
902918,500000113,2026-01-12,09:12:22,RTGS,82755,IRCTC,Lucknow,Mobile,No,Normal Transaction
902919,500000133,2026-03-11,23:36:52,RTGS,24849,Amazon,Bengaluru,ATM,No,Normal Transaction
902920,500000111,2026-03-13,17:51:49,RTGS,45682,Flipkart,Delhi,ATM,No,Normal Transaction
902921,500000071,2026-06-27,15:40:37,RTGS,95032,Reliance,Pune,POS,No,Normal Transaction
902922,500000058,2026-05-11,10:03:49,UPI,71526,IRCTC,Kolkata,Mobile,No,Normal Transaction
902923,500000100,2026-02-06,00:37:22,NEFT,43853,DMart,Lucknow,Mobile,No,Normal Transaction
902924,500000091,2026-01-14,20:53:50,NEFT,86277,DMart,Bengaluru,Laptop,No,Normal Transaction
902925,500000118,2026-12-17,03:09:29,RTGS,20660,Flipkart,Bengaluru,Laptop,No,Normal Transaction
902926,500000170,2026-02-12,09:55:33,Credit Card,56005,IRCTC,Mumbai,Laptop,No,Normal Transaction
902927,500000094,2026-03-26,11:15:16,RTGS,40738,Paytm,Lucknow,ATM,No,Normal Transaction
902928,500000115,2026-11-10,11:43:07,Debit Card,10284,Amazon,Delhi,ATM,No,Normal Transaction
902929,500000049,2026-10-01,20:02:26,NEFT,85753,Uber,Hyderabad,ATM,No,Normal Transaction
902930,500000132,2026-05-19,01:39:51,ATM,66101,Zomato,Pune,ATM,No,Normal Transaction
902931,500000165,2026-11-26,05:38:10,RTGS,46390,Reliance,Kolkata,ATM,No,Normal Transaction
902932,500000096,2026-06-13,00:37:28,Credit Card,67024,Paytm,Lucknow,ATM,No,Normal Transaction
902933,500000042,2026-11-04,03:51:17,Debit Card,22281,Uber,Kolkata,POS,No,Normal Transaction
902934,500000063,2026-05-09,12:22:26,RTGS,40701,Flipkart,Hyderabad,ATM,No,Normal Transaction
902935,500000142,2026-07-07,14:02:03,RTGS,37932,Reliance,Mumbai,Mobile,No,Normal Transaction
902936,500000166,2026-10-29,21:21:33,ATM,52313,Reliance,Mumbai,ATM,No,Normal Transaction
902937,500000015,2026-05-07,14:45:50,Debit Card,82004,Paytm,Pune,ATM,Yes,High Amount
902938,500000139,2026-09-26,09:38:52,Credit Card,22024,Zomato,Hyderabad,Laptop,No,Normal Transaction
902939,500000150,2026-10-23,00:12:10,ATM,89490,Amazon,Lucknow,POS,No,Normal Transaction
902940,500000024,2026-11-26,05:04:31,RTGS,50721,PhonePe,Lucknow,ATM,No,Normal Transaction
902941,500000069,2026-07-11,19:42:20,ATM,74418,Swiggy,Lucknow,ATM,No,Normal Transaction
902942,500000147,2026-01-22,11:50:28,ATM,67871,DMart,Delhi,Laptop,No,Normal Transaction
902943,500000158,2026-08-14,17:46:24,IMPS,73303,Flipkart,Kolkata,POS,No,Normal Transaction
902944,500000118,2026-04-12,18:08:59,IMPS,20686,Paytm,Hyderabad,ATM,No,Normal Transaction
902945,500000068,2026-05-03,04:49:06,IMPS,95201,PhonePe,Mumbai,Mobile,No,Normal Transaction
902946,500000067,2026-05-30,12:29:31,UPI,46630,Zomato,Kolkata,ATM,No,Normal Transaction
902947,500000020,2026-09-13,09:24:19,ATM,73355,Flipkart,Delhi,ATM,No,Normal Transaction
902948,500000096,2026-02-10,01:21:01,RTGS,43950,Reliance,Delhi,Mobile,No,Normal Transaction
902949,500000022,2026-12-14,11:01:48,Credit Card,82732,Reliance,Kolkata,ATM,No,Normal Transaction
902950,500000040,2026-03-09,20:46:53,Credit Card,65486,Zomato,Mumbai,POS,No,Normal Transaction
902951,500000034,2026-07-08,09:19:55,Credit Card,63197,Uber,Lucknow,ATM,No,Normal Transaction
902952,500000148,2026-01-22,09:42:57,IMPS,44987,Paytm,Pune,POS,No,Normal Transaction
902953,500000032,2026-08-19,17:51:30,UPI,43330,Zomato,Mumbai,Mobile,No,Normal Transaction
902954,500000077,2026-11-13,04:48:40,NEFT,25894,IRCTC,Hyderabad,POS,No,Normal Transaction
902955,500000150,2026-04-24,07:16:23,UPI,29754,IRCTC,Mumbai,Mobile,Yes,Different City
902956,500000080,2026-12-28,09:00:36,UPI,66575,Amazon,Kolkata,ATM,No,Normal Transaction
902957,500000087,2026-02-04,14:48:34,IMPS,68044,PhonePe,Mumbai,POS,No,Normal Transaction
902958,500000037,2026-10-28,13:34:17,ATM,12761,DMart,Lucknow,ATM,No,Normal Transaction
902959,500000022,2026-11-15,10:55:29,RTGS,98531,Paytm,Lucknow,POS,No,Normal Transaction
