Card_ID,Customer_ID,Card_Type,Card_Network,Credit_Limit,Outstanding_Balance,Card_Status,Issue_Date,Expiry_Date
800354,1140,Signature,Visa,584662,448190,Blocked,2022-12-13,2027-12-12
800355,1094,Gold,RuPay,458453,34003,Expired,2024-07-16,2029-07-15
800356,1179,Signature,Visa,651483,516315,Expired,2023-04-27,2028-04-25
800357,1155,Gold,Mastercard,479267,144155,Expired,2024-06-01,2029-05-31
800358,1082,Classic,RuPay,717999,492572,Expired,2024-01-30,2029-01-28
800359,1072,Classic,RuPay,923380,274265,Blocked,2022-10-22,2027-10-21
800360,1180,Gold,RuPay,975729,421501,Expired,2022-07-21,2027-07-20
800361,1049,Gold,Mastercard,502656,392638,Blocked,2024-08-18,2029-08-17
800362,1135,Classic,RuPay,354327,4706,Active,2024-04-12,2029-04-11
800363,1077,Gold,Mastercard,545167,213861,Blocked,2026-02-03,2031-02-02
800364,1066,Signature,Mastercard,868555,489093,Blocked,2024-03-25,2029-03-24
800365,1069,Gold,Mastercard,418464,32898,Blocked,2025-06-14,2030-06-13
800366,1076,Classic,RuPay,680327,613030,Expired,2025-03-04,2030-03-03
800367,1016,Classic,RuPay,429725,306783,Blocked,2021-11-15,2026-11-14
800368,1137,Gold,Visa,498420,308324,Active,2024-08-13,2029-08-12
800369,1154,Gold,Mastercard,776700,231375,Blocked,2022-01-23,2027-01-22
800370,1121,Signature,Visa,962180,951646,Active,2024-11-12,2029-11-11
800371,1046,Platinum,Visa,696935,481472,Expired,2025-02-20,2030-02-19
800372,1094,Signature,RuPay,927479,834002,Blocked,2022-12-02,2027-12-01
800373,1028,Signature,Mastercard,488342,42847,Expired,2022-06-07,2027-06-06
800374,1103,Gold,RuPay,324432,5748,Blocked,2024-11-13,2029-11-12
800375,1059,Gold,Mastercard,330100,117134,Blocked,2021-10-09,2026-10-08
800376,1157,Platinum,Mastercard,770785,647938,Expired,2025-11-13,2030-11-12
800377,1111,Signature,Mastercard,876747,68989,Active,2023-08-23,2028-08-21
800378,1175,Platinum,RuPay,797039,39367,Expired,2025-11-07,2030-11-06
800379,1154,Gold,Mastercard,886283,836069,Active,2023-12-21,2028-12-19
800380,1018,Gold,Visa,609008,562326,Active,2023-04-21,2028-04-19
800381,1131,Signature,RuPay,507886,366638,Blocked,2025-11-03,2030-11-02
800382,1154,Gold,Mastercard,987466,71588,Blocked,2024-10-10,2029-10-09
800383,1172,Gold,Visa,306651,72246,Active,2025-09-03,2030-09-02
800384,1138,Signature,Mastercard,829449,518549,Blocked,2023-09-04,2028-09-02
800385,1052,Classic,Mastercard,573587,8243,Blocked,2023-09-15,2028-09-13
800386,1025,Gold,Visa,889215,595155,Active,2024-05-30,2029-05-29
800387,1021,Classic,RuPay,938041,107528,Active,2025-03-15,2030-03-14
800388,1152,Platinum,Mastercard,956053,714452,Blocked,2025-09-26,2030-09-25
800389,1177,Classic,Mastercard,997697,39542,Active,2022-02-14,2027-02-13
800390,1107,Platinum,Visa,333132,289777,Expired,2023-11-16,2028-11-14
800391,1104,Platinum,Visa,396493,74489,Active,2025-04-02,2030-04-01
800392,1081,Signature,Mastercard,947257,863639,Active,2023-02-26,2028-02-25
800393,1112,Classic,RuPay,500413,45885,Blocked,2022-06-05,2027-06-04
800394,1118,Classic,RuPay,143629,49727,Blocked,2026-03-04,2031-03-03
800395,1004,Classic,Mastercard,470534,205962,Expired,2025-04-22,2030-04-21
800396,1015,Signature,Visa,767815,759266,Active,2026-07-19,2031-07-18
800397,1010,Gold,Visa,384736,214588,Active,2021-12-06,2026-12-05
800398,1093,Platinum,RuPay,114076,77031,Blocked,2025-04-02,2030-04-01
800399,1167,Gold,Mastercard,332223,72579,Blocked,2024-11-24,2029-11-23
800400,1107,Gold,Mastercard,264098,149158,Expired,2025-03-17,2030-03-16
800401,1016,Classic,Mastercard,591209,258959,Active,2023-09-21,2028-09-19
800402,1062,Gold,Visa,432794,301420,Active,2022-05-05,2027-05-04
800403,1078,Gold,Mastercard,417622,10948,Blocked,2022-08-06,2027-08-05
800404,1123,Platinum,RuPay,769886,513691,Blocked,2025-03-21,2030-03-20
800405,1022,Gold,RuPay,983648,213144,Blocked,2026-04-01,2031-03-31
800406,1013,Platinum,Mastercard,707487,106742,Expired,2022-01-27,2027-01-26
800407,1003,Platinum,RuPay,360696,79649,Active,2023-07-27,2028-07-25
800408,1084,Signature,Mastercard,445989,385217,Active,2021-11-07,2026-11-06
800409,1080,Gold,Mastercard,701233,339820,Blocked,2023-08-18,2028-08-16
800410,1065,Classic,Visa,925089,605274,Active,2026-07-18,2031-07-17
800411,1173,Gold,RuPay,315689,233176,Expired,2025-08-04,2030-08-03
800412,1001,Platinum,Mastercard,204243,108547,Active,2023-07-05,2028-07-03
800413,1108,Signature,RuPay,252951,187086,Blocked,2026-04-11,2031-04-10
800414,1095,Platinum,RuPay,443634,401001,Expired,2024-01-15,2029-01-13
800415,1149,Signature,RuPay,594735,443504,Expired,2024-06-19,2029-06-18
800416,1015,Platinum,Visa,817275,785324,Blocked,2022-03-20,2027-03-19
800417,1095,Classic,Visa,401943,53391,Active,2022-04-30,2027-04-29
800418,1065,Gold,RuPay,637467,197055,Expired,2025-03-07,2030-03-06
800419,1025,Platinum,Mastercard,623018,501911,Blocked,2026-05-08,2031-05-07
800420,1059,Classic,Mastercard,197147,74345,Active,2024-01-03,2029-01-01
800421,1024,Platinum,Visa,434783,173552,Active,2024-02-15,2029-02-13
800422,1143,Signature,Mastercard,606089,227813,Blocked,2022-08-13,2027-08-12
800423,1028,Platinum,Mastercard,192008,161978,Active,2022-11-25,2027-11-24
800424,1145,Signature,RuPay,439763,371258,Blocked,2022-05-24,2027-05-23
800425,1115,Gold,RuPay,462206,283149,Blocked,2025-05-17,2030-05-16
800426,1036,Platinum,Mastercard,235423,112975,Expired,2024-06-30,2029-06-29
800427,1039,Gold,RuPay,643297,70608,Blocked,2025-01-09,2030-01-08
800428,1052,Platinum,RuPay,703571,617634,Expired,2024-07-11,2029-07-10
800429,1114,Classic,Mastercard,606594,579137,Blocked,2025-04-11,2030-04-10
800430,1022,Platinum,Mastercard,781535,195432,Blocked,2023-02-13,2028-02-12
800431,1058,Gold,RuPay,905293,865110,Blocked,2023-08-19,2028-08-17
800432,1136,Signature,RuPay,406588,279298,Expired,2022-03-19,2027-03-18
800433,1090,Platinum,Mastercard,345805,237754,Blocked,2025-11-23,2030-11-22
800434,1090,Signature,RuPay,846225,351833,Expired,2023-01-08,2028-01-07
800435,1133,Gold,Visa,414494,82173,Active,2021-10-18,2026-10-17
800436,1150,Signature,Mastercard,213288,52253,Blocked,2025-12-05,2030-12-04
800437,1087,Platinum,Visa,169939,107212,Expired,2025-07-29,2030-07-28
800438,1094,Platinum,Mastercard,245146,143889,Active,2025-08-30,2030-08-29
800439,1033,Platinum,RuPay,319967,191374,Expired,2024-02-24,2029-02-22
800440,1143,Platinum,RuPay,575163,292854,Expired,2024-03-19,2029-03-18
800441,1086,Gold,RuPay,930706,545778,Active,2022-01-02,2027-01-01
800442,1035,Gold,RuPay,985409,645031,Active,2021-11-18,2026-11-17
800443,1073,Platinum,Visa,786213,280020,Expired,2024-06-27,2029-06-26
800444,1030,Classic,RuPay,103190,47140,Blocked,2023-10-17,2028-10-15
800445,1026,Signature,RuPay,363793,111537,Active,2025-10-05,2030-10-04
800446,1021,Classic,Mastercard,776103,382351,Active,2021-12-20,2026-12-19
800447,1063,Platinum,RuPay,604475,90256,Active,2023-05-17,2028-05-15
800448,1107,Gold,Mastercard,826269,632658,Expired,2022-08-02,2027-08-01
800449,1016,Signature,RuPay,528850,82639,Active,2026-01-18,2031-01-17
800450,1073,Classic,RuPay,882206,4858,Expired,2025-01-10,2030-01-09
800451,1084,Gold,Mastercard,538640,150792,Expired,2022-03-03,2027-03-02
800452,1094,Platinum,Visa,491209,427596,Expired,2021-12-17,2026-12-16
800453,1163,Classic,Mastercard,909476,472128,Active,2024-07-11,2029-07-10
800454,1115,Classic,Mastercard,729655,659792,Blocked,2024-06-01,2029-05-31
800455,1078,Signature,RuPay,902341,393525,Active,2024-05-15,2029-05-14
800456,1164,Classic,Mastercard,136239,98852,Blocked,2022-04-18,2027-04-17
800457,1118,Classic,Mastercard,460463,453426,Expired,2021-11-12,2026-11-11
800458,1146,Classic,Mastercard,512317,224163,Blocked,2023-10-30,2028-10-28
800459,1021,Platinum,Visa,393319,25332,Active,2025-09-20,2030-09-19
800460,1089,Classic,Mastercard,413847,347683,Expired,2021-09-28,2026-09-27
800461,1098,Signature,RuPay,753590,76204,Blocked,2025-11-16,2030-11-15
800462,1143,Platinum,Mastercard,683972,280278,Active,2021-12-12,2026-12-11
800463,1051,Classic,RuPay,292116,269530,Active,2022-12-31,2027-12-30
800464,1109,Gold,Visa,428198,29763,Expired,2023-02-28,2028-02-27
800465,1046,Classic,Mastercard,682064,174783,Blocked,2023-03-02,2028-02-29
800466,1044,Signature,Visa,184886,111760,Expired,2024-04-25,2029-04-24
800467,1166,Classic,Visa,598928,34489,Expired,2022-09-24,2027-09-23
800468,1023,Platinum,Mastercard,691242,644957,Blocked,2026-01-20,2031-01-19
800469,1051,Classic,Visa,699087,535144,Blocked,2023-03-24,2028-03-22
800470,1128,Signature,Mastercard,253298,180122,Active,2024-04-11,2029-04-10
800471,1163,Signature,RuPay,875258,741026,Active,2025-08-20,2030-08-19
800472,1130,Platinum,Mastercard,994800,771437,Blocked,2025-09-16,2030-09-15
800473,1142,Classic,RuPay,688635,354582,Expired,2026-04-08,2031-04-07
800474,1117,Gold,Mastercard,517713,457842,Blocked,2026-02-25,2031-02-24
800475,1147,Platinum,RuPay,887374,20425,Expired,2022-06-24,2027-06-23
800476,1045,Signature,Mastercard,89174,32876,Blocked,2026-02-16,2031-02-15
800477,1138,Signature,RuPay,786117,217961,Active,2023-03-29,2028-03-27
800478,1137,Platinum,RuPay,861111,480749,Expired,2022-04-02,2027-04-01
800479,1083,Signature,Visa,745985,696379,Blocked,2023-01-27,2028-01-26
800480,1105,Signature,Visa,157014,137141,Expired,2024-02-03,2029-02-01
800481,1021,Classic,Visa,321230,69174,Active,2022-03-29,2027-03-28
800482,1137,Platinum,Mastercard,773455,63058,Expired,2024-02-11,2029-02-09
800483,1098,Platinum,RuPay,470211,105228,Blocked,2021-10-04,2026-10-03
800484,1178,Platinum,Mastercard,538447,396212,Expired,2022-01-11,2027-01-10
800485,1099,Gold,Visa,101357,79497,Expired,2022-01-06,2027-01-05
800486,1174,Gold,RuPay,435758,157009,Blocked,2023-06-17,2028-06-15
800487,1043,Signature,Mastercard,714901,75878,Expired,2021-12-25,2026-12-24
800488,1080,Platinum,Mastercard,689209,566902,Active,2023-10-23,2028-10-21
800489,1010,Classic,Mastercard,770804,687968,Active,2025-07-29,2030-07-28
800490,1062,Classic,Visa,207921,28379,Expired,2024-02-06,2029-02-04
800491,1004,Gold,Mastercard,658533,206012,Active,2021-11-16,2026-11-15
800492,1169,Signature,Mastercard,767487,89783,Blocked,2024-04-12,2029-04-11
800493,1008,Platinum,Mastercard,958479,154081,Active,2024-12-05,2029-12-04
800494,1157,Gold,RuPay,184697,5510,Expired,2022-03-12,2027-03-11
800495,1049,Classic,Visa,976223,271566,Expired,2023-10-18,2028-10-16
800496,1071,Platinum,Mastercard,917466,6602,Expired,2023-08-10,2028-08-08
800497,1178,Gold,RuPay,506615,366146,Active,2026-01-03,2031-01-02
800498,1054,Signature,Visa,647637,355091,Expired,2023-03-29,2028-03-27
800499,1093,Signature,Visa,173815,42744,Expired,2025-02-14,2030-02-13
800500,1048,Signature,RuPay,608713,195452,Blocked,2023-08-04,2028-08-02
800501,1054,Platinum,Mastercard,678461,57403,Blocked,2024-10-07,2029-10-06
800502,1095,Signature,Visa,285589,111095,Blocked,2023-04-26,2028-04-24
800503,1051,Platinum,Mastercard,459359,410518,Active,2025-05-09,2030-05-08
800504,1052,Gold,Visa,328312,58097,Blocked,2026-02-09,2031-02-08
800505,1093,Classic,RuPay,296407,152447,Expired,2025-01-18,2030-01-17
800506,1096,Signature,RuPay,361062,294634,Active,2021-09-19,2026-09-18
800507,1092,Platinum,Visa,275588,125196,Blocked,2025-09-03,2030-09-02
800508,1026,Gold,RuPay,428011,201713,Blocked,2023-03-04,2028-03-02
800509,1020,Signature,Mastercard,482222,8131,Blocked,2025-03-24,2030-03-23
800510,1090,Gold,Mastercard,855138,82489,Expired,2025-09-08,2030-09-07
800511,1108,Gold,Mastercard,803600,486700,Expired,2021-09-16,2026-09-15
800512,1088,Gold,Mastercard,133623,43886,Expired,2024-07-23,2029-07-22
800513,1014,Gold,Mastercard,386769,176276,Blocked,2024-02-21,2029-02-19
800514,1035,Platinum,RuPay,463623,173645,Blocked,2024-04-26,2029-04-25
800515,1062,Signature,Visa,351882,62401,Blocked,2026-01-23,2031-01-22
800516,1110,Classic,RuPay,196415,24042,Blocked,2021-09-06,2026-09-05
800517,1124,Signature,RuPay,306745,238900,Expired,2022-09-13,2027-09-12
800518,1044,Signature,Mastercard,525646,313632,Expired,2022-06-04,2027-06-03
800519,1014,Gold,Mastercard,840347,91266,Active,2021-08-15,2026-08-14
800520,1106,Gold,Mastercard,481840,187888,Active,2024-10-15,2029-10-14
800521,1130,Platinum,Visa,149548,149150,Expired,2025-12-03,2030-12-02
800522,1101,Gold,RuPay,782902,124395,Active,2023-10-22,2028-10-20
800523,1117,Signature,Mastercard,656545,461361,Active,2026-05-04,2031-05-03
800524,1067,Signature,Mastercard,687213,97112,Blocked,2023-02-13,2028-02-12
800525,1160,Platinum,RuPay,381185,362386,Blocked,2023-06-23,2028-06-21
800526,1053,Gold,Mastercard,738351,542884,Active,2023-02-01,2028-01-31
800527,1158,Signature,RuPay,145839,134664,Expired,2021-11-24,2026-11-23
800528,1146,Platinum,Visa,204759,163923,Active,2025-07-02,2030-07-01
800529,1138,Gold,Visa,118881,26000,Blocked,2021-09-11,2026-09-10
800530,1106,Platinum,RuPay,71265,8599,Active,2023-07-29,2028-07-27
800531,1060,Classic,Visa,943152,335291,Blocked,2026-03-30,2031-03-29
800532,1091,Platinum,Visa,625718,3653,Active,2023-07-16,2028-07-14
800533,1080,Classic,Visa,969857,672001,Expired,2023-11-24,2028-11-22
800534,1170,Signature,Visa,435189,273914,Active,2022-11-25,2027-11-24
800535,1180,Classic,Mastercard,205899,8771,Active,2022-09-26,2027-09-25
800536,1168,Gold,RuPay,538437,281291,Blocked,2022-04-15,2027-04-14
800537,1026,Gold,Visa,67677,32239,Blocked,2022-09-12,2027-09-11
800538,1132,Platinum,Visa,336141,111513,Blocked,2022-08-26,2027-08-25
800539,1094,Platinum,Visa,929902,428833,Expired,2022-10-06,2027-10-05
800540,1096,Classic,RuPay,994435,641200,Expired,2022-07-21,2027-07-20
800541,1116,Gold,Mastercard,404161,210764,Blocked,2025-05-10,2030-05-09
800542,1098,Classic,Mastercard,946918,639324,Active,2025-06-28,2030-06-27
800543,1083,Signature,Mastercard,280510,161606,Expired,2024-07-27,2029-07-26
800544,1085,Gold,Visa,559714,146846,Expired,2021-12-25,2026-12-24
800545,1174,Classic,Mastercard,902981,867549,Blocked,2022-02-12,2027-02-11
800546,1033,Platinum,Visa,934804,816604,Expired,2023-01-25,2028-01-24
800547,1047,Signature,Mastercard,647620,121247,Active,2021-08-17,2026-08-16
800548,1151,Gold,Visa,990783,473493,Blocked,2024-08-02,2029-08-01
800549,1101,Signature,Mastercard,595947,520640,Expired,2025-10-29,2030-10-28
800550,1173,Signature,Mastercard,225569,81549,Expired,2025-12-29,2030-12-28
800551,1145,Platinum,RuPay,962624,761871,Active,2021-08-14,2026-08-13
800552,1148,Platinum,RuPay,471941,369784,Blocked,2025-07-09,2030-07-08
800553,1124,Platinum,RuPay,223176,54461,Blocked,2025-06-03,2030-06-02
800554,1139,Signature,Visa,309131,118720,Active,2022-07-08,2027-07-07
800555,1091,Classic,Visa,281549,172357,Blocked,2022-09-17,2027-09-16
800556,1138,Platinum,Mastercard,820088,686105,Blocked,2025-12-12,2030-12-11
800557,1149,Signature,Mastercard,987464,620960,Active,2023-03-18,2028-03-16
800558,1060,Signature,Mastercard,783921,106532,Active,2023-01-09,2028-01-08
800559,1006,Classic,RuPay,275049,15686,Active,2025-04-17,2030-04-16
800560,1150,Classic,Mastercard,471459,356263,Expired,2024-07-30,2029-07-29
800561,1058,Signature,Mastercard,504600,176127,Expired,2024-09-13,2029-09-12
800562,1046,Platinum,Mastercard,78009,25258,Active,2025-07-06,2030-07-05
800563,1106,Classic,Visa,811553,82213,Expired,2026-04-13,2031-04-12
800564,1122,Platinum,Mastercard,372555,370279,Blocked,2022-02-18,2027-02-17
800565,1038,Gold,RuPay,231774,12673,Expired,2023-05-15,2028-05-13
800566,1163,Classic,Mastercard,684996,426519,Expired,2024-11-15,2029-11-14
800567,1163,Platinum,RuPay,122564,4747,Blocked,2025-04-04,2030-04-03
800568,1081,Platinum,RuPay,933624,268628,Blocked,2023-01-11,2028-01-10
800569,1059,Platinum,Visa,239522,203787,Blocked,2024-05-30,2029-05-29
800570,1021,Gold,Mastercard,687560,213534,Blocked,2026-02-13,2031-02-12
800571,1123,Classic,Mastercard,180085,9060,Expired,2023-01-02,2028-01-01
800572,1041,Platinum,Visa,194270,152806,Active,2025-11-20,2030-11-19
800573,1081,Signature,Visa,67398,30654,Active,2022-04-13,2027-04-12
800574,1016,Platinum,Visa,641706,90242,Expired,2024-12-26,2029-12-25
800575,1020,Classic,Mastercard,151461,4849,Blocked,2023-04-06,2028-04-04
800576,1094,Classic,Visa,311980,64277,Blocked,2025-08-31,2030-08-30
800577,1008,Classic,RuPay,280746,191900,Active,2022-05-12,2027-05-11
800578,1162,Gold,RuPay,974183,624480,Blocked,2023-10-08,2028-10-06
800579,1087,Platinum,Mastercard,625219,482229,Active,2026-01-02,2031-01-01
800580,1089,Platinum,RuPay,487578,453923,Active,2026-03-19,2031-03-18
800581,1135,Classic,Mastercard,228381,96961,Active,2026-02-22,2031-02-21
800582,1058,Signature,Mastercard,569133,30305,Expired,2026-02-10,2031-02-09
800583,1037,Gold,RuPay,668284,336243,Blocked,2024-12-24,2029-12-23
800584,1035,Platinum,Visa,609271,240126,Blocked,2025-10-19,2030-10-18
800585,1124,Platinum,RuPay,604975,239940,Active,2026-03-02,2031-03-01
800586,1089,Platinum,Visa,386528,320650,Blocked,2025-11-27,2030-11-26
800587,1167,Classic,Visa,510028,492497,Blocked,2025-03-03,2030-03-02
800588,1106,Platinum,RuPay,602305,568826,Expired,2022-10-19,2027-10-18
800589,1162,Signature,Mastercard,119524,50852,Blocked,2023-06-03,2028-06-01
800590,1037,Signature,Visa,948086,528973,Active,2025-03-04,2030-03-03
800591,1050,Gold,Mastercard,634075,606619,Expired,2024-11-25,2029-11-24
800592,1028,Signature,Mastercard,993084,281116,Expired,2026-07-29,2031-07-28
800593,1122,Classic,Visa,961162,418381,Blocked,2021-11-09,2026-11-08
800594,1135,Platinum,Mastercard,127069,8666,Active,2022-04-16,2027-04-15
800595,1055,Platinum,Visa,452836,76073,Active,2025-03-03,2030-03-02
800596,1116,Signature,Visa,102808,99275,Active,2025-06-07,2030-06-06
800597,1151,Gold,Mastercard,613781,157796,Active,2025-07-09,2030-07-08
800598,1145,Classic,Mastercard,145318,18096,Blocked,2023-06-26,2028-06-24
800599,1122,Platinum,Mastercard,85865,26290,Expired,2022-05-27,2027-05-26
800600,1093,Platinum,Visa,575025,135334,Active,2024-01-11,2029-01-09
800601,1044,Platinum,Mastercard,898208,79408,Expired,2021-12-28,2026-12-27
800602,1126,Signature,RuPay,740256,287193,Active,2024-01-15,2029-01-13
800603,1023,Platinum,RuPay,361495,34784,Blocked,2023-08-01,2028-07-30
800604,1077,Gold,Mastercard,745414,633445,Expired,2022-02-13,2027-02-12
800605,1165,Classic,Mastercard,112110,81219,Blocked,2023-11-14,2028-11-12
800606,1105,Gold,RuPay,53772,6749,Blocked,2024-05-03,2029-05-02
800607,1119,Signature,Mastercard,245322,244411,Blocked,2023-07-31,2028-07-29
800608,1153,Gold,Mastercard,625600,569980,Blocked,2022-11-23,2027-11-22
800609,1053,Platinum,Visa,546708,339563,Expired,2023-03-25,2028-03-23
800610,1151,Signature,Visa,758053,595928,Blocked,2021-08-21,2026-08-20
800611,1051,Gold,Visa,597759,112758,Blocked,2026-07-15,2031-07-14
800612,1108,Gold,Visa,656081,92239,Expired,2022-03-19,2027-03-18
800613,1174,Classic,RuPay,347579,171280,Blocked,2023-12-14,2028-12-12
800614,1126,Signature,RuPay,464302,121198,Expired,2021-08-23,2026-08-22
800615,1158,Gold,Mastercard,741437,356716,Expired,2023-04-24,2028-04-22
800616,1065,Platinum,Visa,639401,472670,Active,2026-03-15,2031-03-14
800617,1155,Classic,RuPay,267675,12081,Blocked,2022-05-06,2027-05-05
800618,1073,Signature,Visa,659879,91522,Active,2021-10-31,2026-10-30
800619,1119,Signature,Visa,929678,180482,Blocked,2025-09-20,2030-09-19
800620,1156,Signature,Visa,978108,255853,Expired,2023-04-17,2028-04-15
800621,1117,Gold,Visa,938874,383852,Active,2022-12-14,2027-12-13
800622,1180,Gold,Visa,706027,233646,Blocked,2021-12-27,2026-12-26
800623,1150,Classic,Visa,450448,147506,Expired,2024-02-12,2029-02-10
800624,1133,Platinum,Mastercard,441811,247983,Blocked,2022-06-08,2027-06-07
800625,1098,Platinum,Visa,315547,146421,Active,2024-07-27,2029-07-26
800626,1071,Classic,Mastercard,882294,72060,Active,2025-12-22,2030-12-21
800627,1068,Gold,RuPay,454965,384417,Active,2025-09-11,2030-09-10
800628,1039,Classic,RuPay,960894,577822,Active,2023-01-14,2028-01-13
800629,1151,Platinum,RuPay,896583,95453,Expired,2026-06-28,2031-06-27
800630,1154,Gold,Visa,90473,81380,Blocked,2024-11-21,2029-11-20
800631,1012,Platinum,Mastercard,313634,118576,Blocked,2023-10-28,2028-10-26
800632,1046,Platinum,Mastercard,968202,167561,Expired,2025-10-12,2030-10-11
800633,1157,Platinum,Mastercard,449745,241811,Blocked,2022-01-28,2027-01-27
800634,1174,Signature,Visa,599499,253257,Active,2023-03-14,2028-03-12
800635,1161,Signature,RuPay,626758,531742,Expired,2023-09-30,2028-09-28
800636,1060,Signature,Mastercard,717657,385171,Active,2026-06-16,2031-06-15
800637,1031,Platinum,Mastercard,288502,103925,Active,2023-10-26,2028-10-24
800638,1029,Gold,Visa,713935,378570,Blocked,2023-12-06,2028-12-04
800639,1138,Classic,RuPay,456086,453256,Active,2026-06-03,2031-06-02
800640,1113,Gold,Mastercard,379153,76011,Active,2025-11-19,2030-11-18
800641,1150,Signature,RuPay,611165,127495,Active,2021-10-07,2026-10-06
800642,1089,Platinum,RuPay,694265,488720,Blocked,2025-10-07,2030-10-06
800643,1106,Signature,Mastercard,829320,96621,Active,2024-01-15,2029-01-13
800644,1053,Platinum,Mastercard,739383,46301,Expired,2022-03-21,2027-03-20
800645,1088,Gold,Visa,112443,5383,Active,2025-08-11,2030-08-10
800646,1167,Signature,Mastercard,652017,434360,Blocked,2024-08-10,2029-08-09
800647,1019,Classic,Mastercard,759882,552764,Blocked,2026-02-22,2031-02-21
800648,1054,Classic,RuPay,533677,298712,Active,2023-06-12,2028-06-10
800649,1153,Platinum,RuPay,274158,225417,Blocked,2024-04-02,2029-04-01
800650,1133,Platinum,RuPay,538923,475846,Expired,2024-04-29,2029-04-28
800651,1102,Classic,Mastercard,895390,862826,Blocked,2024-07-20,2029-07-19
800652,1180,Gold,Visa,205745,23351,Expired,2022-01-01,2026-12-31
800653,1131,Classic,Visa,272542,26399,Expired,2024-03-08,2029-03-07
800654,1154,Classic,RuPay,835377,192968,Active,2026-04-28,2031-04-27
800655,1001,Gold,RuPay,712812,285041,Active,2022-05-24,2027-05-23
800656,1112,Classic,RuPay,648660,260379,Active,2025-03-03,2030-03-02
800657,1101,Classic,RuPay,994935,848404,Blocked,2025-05-10,2030-05-09
800658,1004,Gold,Visa,151541,147054,Blocked,2023-07-09,2028-07-07
800659,1046,Gold,RuPay,625143,224142,Blocked,2021-11-04,2026-11-03
800660,1015,Signature,Visa,68190,18011,Blocked,2021-10-10,2026-10-09
800661,1049,Classic,Mastercard,516150,302745,Expired,2024-03-24,2029-03-23
800662,1125,Platinum,Mastercard,899727,893069,Active,2024-08-29,2029-08-28
800663,1175,Classic,Mastercard,549737,397051,Expired,2025-09-26,2030-09-25
800664,1020,Classic,Mastercard,289857,70928,Active,2024-05-23,2029-05-22
800665,1138,Gold,Mastercard,279344,5699,Blocked,2023-02-23,2028-02-22
800666,1129,Signature,Mastercard,84181,4888,Expired,2024-08-16,2029-08-15
800667,1144,Classic,Visa,471320,168431,Expired,2022-03-20,2027-03-19
800668,1130,Signature,Visa,897394,718215,Blocked,2022-06-06,2027-06-05
800669,1179,Gold,Visa,290832,166897,Active,2025-10-06,2030-10-05
800670,1121,Signature,Mastercard,817753,556092,Expired,2024-02-16,2029-02-14
800671,1117,Gold,Visa,614976,375089,Expired,2025-05-04,2030-05-03
800672,1158,Signature,Visa,375144,367119,Blocked,2024-01-28,2029-01-26
800673,1139,Platinum,Mastercard,508110,471579,Blocked,2025-12-24,2030-12-23
800674,1127,Platinum,Visa,54327,50943,Expired,2024-08-11,2029-08-10
800675,1063,Signature,Mastercard,124549,11575,Active,2025-06-05,2030-06-04
800676,1093,Platinum,Visa,481264,403701,Active,2024-12-08,2029-12-07
800677,1088,Signature,Mastercard,949961,646689,Blocked,2022-07-24,2027-07-23
800678,1128,Classic,RuPay,985057,346467,Expired,2024-04-22,2029-04-21
800679,1012,Gold,RuPay,512789,407320,Active,2026-02-14,2031-02-13
800680,1011,Signature,RuPay,504464,318938,Expired,2024-01-05,2029-01-03
800681,1165,Signature,RuPay,76254,60375,Blocked,2021-10-16,2026-10-15
800682,1166,Platinum,Visa,137840,60624,Expired,2023-04-26,2028-04-24
800683,1135,Classic,Visa,360383,220791,Active,2024-04-04,2029-04-03
800684,1082,Gold,Mastercard,431571,189224,Expired,2022-05-07,2027-05-06
800685,1178,Platinum,Visa,476476,225796,Expired,2025-09-18,2030-09-17
800686,1137,Gold,Mastercard,962971,741113,Blocked,2025-02-02,2030-02-01
800687,1119,Classic,Visa,377949,104193,Expired,2025-04-04,2030-04-03
800688,1168,Platinum,Mastercard,172953,76818,Expired,2022-04-14,2027-04-13
800689,1034,Gold,RuPay,135692,49885,Expired,2025-12-17,2030-12-16
800690,1130,Signature,RuPay,476862,427368,Active,2025-12-12,2030-12-11
800691,1135,Classic,Mastercard,665455,584785,Blocked,2024-08-04,2029-08-03
800692,1114,Platinum,RuPay,413367,328182,Expired,2025-11-29,2030-11-28
800693,1068,Gold,Mastercard,214067,28303,Active,2025-03-15,2030-03-14
800694,1078,Signature,RuPay,653342,553120,Active,2022-02-18,2027-02-17
800695,1100,Gold,Mastercard,599100,342306,Active,2025-08-24,2030-08-23
800696,1173,Platinum,Visa,165403,79101,Blocked,2024-12-20,2029-12-19
800697,1097,Platinum,Mastercard,157227,94087,Active,2024-12-04,2029-12-03
800698,1076,Signature,Visa,85663,74613,Expired,2026-06-21,2031-06-20
800699,1169,Classic,Visa,146661,65384,Blocked,2025-08-20,2030-08-19
800700,1046,Signature,Visa,719037,700453,Expired,2025-11-09,2030-11-08
800701,1011,Platinum,Visa,632191,429480,Expired,2022-11-14,2027-11-13
800702,1119,Platinum,Mastercard,548984,164549,Blocked,2023-02-01,2028-01-31
800703,1156,Classic,Mastercard,587697,190455,Expired,2026-05-03,2031-05-02
800704,1039,Gold,Mastercard,158387,101987,Active,2023-03-30,2028-03-28
800705,1156,Platinum,Mastercard,545248,19082,Blocked,2026-02-06,2031-02-05
800706,1048,Signature,RuPay,163373,116429,Blocked,2025-07-05,2030-07-04
